Candidate Name,Candidate Email,Company,Interview Round,Calendly Link,Added On,Mail Sent Time,TAT (Hours)
Sanya Iyer,sanya.iyer657@gmail1234.com,Amazon,Round1,https://calendly.com/interview/29577,01 Nov 20:09,,
Priya Kapoor,priya.kapoor577@gmail1234.com,Google,Round1,https://calendly.com/interview/88874,02 Nov 5:54,,
Arjun Reddy,arjun.reddy475@gmail1234.com,Open AI,Round1,https://calendly.com/interview/65096,05 Nov 11:12,,
Pooja Patel,pooja.patel144@gmail1234.com,Google,Round1,https://calendly.com/interview/86592,05 Nov 11:15,,
Pooja Patel,pooja.patel144@gmail1234.com,Google,Round2,https://calendly.com/interview/29695,05 Nov 11:15,,
Pooja Patel,pooja.patel144@gmail1234.com,Google,Round3,https://calendly.com/interview/37573,05 Nov 11:15,,
Ananya Sharma,ananya.sharma949@gmail1234.com,Open AI,Round1,https://calendly.com/interview/38827,04 Nov 4:15,,
Ananya Sharma,ananya.sharma949@gmail1234.com,Open AI,Round2,https://calendly.com/interview/99786,04 Nov 4:15,,
Kabir Iyer,kabir.iyer515@gmail1234.com,Tesla,Round1,https://calendly.com/interview/44996,05 Nov 13:28,,
Kabir Iyer,kabir.iyer515@gmail1234.com,Tesla,Round2,https://calendly.com/interview/98072,05 Nov 13:28,,
Kabir Iyer,kabir.iyer515@gmail1234.com,Tesla,Round3,https://calendly.com/interview/58477,05 Nov 13:28,,
Sanya Reddy,sanya.reddy733@gmail1234.com,Amazon,Round1,https://calendly.com/interview/84206,04 Nov 8:59,,
Vivaan Reddy,vivaan.reddy544@gmail1234.com,Tesla,Round1,https://calendly.com/interview/32917,03 Nov 1:53,,
Vivaan Reddy,vivaan.reddy544@gmail1234.com,Tesla,Round2,https://calendly.com/interview/47032,03 Nov 1:53,,
Virat Mehta,virat.mehta7@gmail1234.com,Tesla,Round1,https://calendly.com/interview/35453,04 Nov 7:54,,
Virat Mehta,virat.mehta7@gmail1234.com,Tesla,Round2,https://calendly.com/interview/97590,04 Nov 7:54,,
Neha Kapoor,neha.kapoor273@gmail1234.com,Amazon,Round1,https://calendly.com/interview/83420,03 Nov 11:56,,
Aditya Reddy,aditya.reddy756@gmail1234.com,Tesla,Round1,https://calendly.com/interview/98033,02 Nov 1:41,,
Ishaan Iyer,ishaan.iyer48@gmail1234.com,Amazon,Round1,https://calendly.com/interview/44498,03 Nov 22:38,,
Kritika Sharma,kritika.sharma925@gmail1234.com,Open AI,Round1,https://calendly.com/interview/20057,05 Nov 18:53,,
Kritika Sharma,kritika.sharma925@gmail1234.com,Open AI,Round2,https://calendly.com/interview/78685,05 Nov 18:53,,
Rohan Bose,rohan.bose832@gmail1234.com,Tesla,Round1,https://calendly.com/interview/39662,02 Nov 3:21,,
Virat Reddy,virat.reddy310@gmail1234.com,Tesla,Round1,https://calendly.com/interview/45861,03 Nov 16:46,,
Aarav Bose,aarav.bose514@gmail1234.com,Tesla,Round1,https://calendly.com/interview/48478,03 Nov 14:26,,
Priya Gupta,priya.gupta11@gmail1234.com,Flipkart,Round1,https://calendly.com/interview/78477,04 Nov 16:55,,
Priya Gupta,priya.gupta11@gmail1234.com,Flipkart,Round2,https://calendly.com/interview/28639,04 Nov 16:55,,
Kabir Kapoor,kabir.kapoor871@gmail1234.com,Tesla,Round1,https://calendly.com/interview/39120,05 Nov 13:50,,
Kabir Kapoor,kabir.kapoor871@gmail1234.com,Tesla,Round2,https://calendly.com/interview/36789,05 Nov 13:50,,
Kabir Kapoor,kabir.kapoor871@gmail1234.com,Tesla,Round3,https://calendly.com/interview/24812,05 Nov 13:50,,
Priya Reddy,priya.reddy886@gmail1234.com,Open AI,Round1,https://calendly.com/interview/23582,02 Nov 18:21,,
Priya Reddy,priya.reddy886@gmail1234.com,Open AI,Round2,https://calendly.com/interview/49602,02 Nov 18:21,,
Priya Reddy,priya.reddy886@gmail1234.com,Open AI,Round3,https://calendly.com/interview/37379,02 Nov 18:21,,
Ananya Gupta,ananya.gupta284@gmail1234.com,Flipkart,Round1,https://calendly.com/interview/67848,03 Nov 19:24,,
Ananya Gupta,ananya.gupta284@gmail1234.com,Flipkart,Round2,https://calendly.com/interview/75627,03 Nov 19:24,,
Ananya Gupta,ananya.gupta284@gmail1234.com,Flipkart,Round3,https://calendly.com/interview/76704,03 Nov 19:24,,
Ananya Kapoor,ananya.kapoor497@gmail1234.com,Amazon,Round1,https://calendly.com/interview/23996,02 Nov 22:08,,
Ananya Kapoor,ananya.kapoor497@gmail1234.com,Amazon,Round2,https://calendly.com/interview/55695,02 Nov 22:08,,
Rohan Iyer,rohan.iyer423@gmail1234.com,Amazon,Round1,https://calendly.com/interview/23603,05 Nov 0:47,,
Isha Verma,isha.verma366@gmail1234.com,Open AI,Round1,https://calendly.com/interview/54605,05 Nov 15:20,,
Isha Verma,isha.verma366@gmail1234.com,Open AI,Round2,https://calendly.com/interview/17579,05 Nov 15:20,,
Aarav Bose,aarav.bose380@gmail1234.com,Tesla,Round1,https://calendly.com/interview/89800,03 Nov 7:19,,
Pooja Kapoor,pooja.kapoor277@gmail1234.com,Flipkart,Round1,https://calendly.com/interview/68257,04 Nov 16:31,,
Pooja Kapoor,pooja.kapoor277@gmail1234.com,Flipkart,Round2,https://calendly.com/interview/88241,04 Nov 16:31,,
Pooja Kapoor,pooja.kapoor277@gmail1234.com,Flipkart,Round3,https://calendly.com/interview/47545,04 Nov 16:31,,
Neha Nair,neha.nair280@gmail1234.com,Flipkart,Round1,https://calendly.com/interview/85680,04 Nov 10:28,,
Neha Nair,neha.nair280@gmail1234.com,Flipkart,Round2,https://calendly.com/interview/70826,04 Nov 10:28,,
Neha Nair,neha.nair280@gmail1234.com,Flipkart,Round3,https://calendly.com/interview/72200,04 Nov 10:28,,
Kabir Gupta,kabir.gupta19@gmail1234.com,Amazon,Round1,https://calendly.com/interview/67186,03 Nov 19:43,,
Kabir Gupta,kabir.gupta19@gmail1234.com,Amazon,Round2,https://calendly.com/interview/68145,03 Nov 19:43,,
Kabir Gupta,kabir.gupta19@gmail1234.com,Amazon,Round3,https://calendly.com/interview/56995,03 Nov 19:43,,
Rohan Patel,rohan.patel141@gmail1234.com,Google,Round1,https://calendly.com/interview/92058,05 Nov 6:41,,
Rohan Patel,rohan.patel141@gmail1234.com,Google,Round2,https://calendly.com/interview/43650,05 Nov 6:41,,
Simran Gupta,simran.gupta410@gmail1234.com,Amazon,Round1,https://calendly.com/interview/63269,04 Nov 23:09,,
Simran Mehta,simran.mehta322@gmail1234.com,Open AI,Round1,https://calendly.com/interview/78391,03 Nov 2:53,,
Simran Mehta,simran.mehta322@gmail1234.com,Open AI,Round2,https://calendly.com/interview/40015,03 Nov 2:53,,
Simran Mehta,simran.mehta322@gmail1234.com,Open AI,Round3,https://calendly.com/interview/81108,03 Nov 2:53,,
Kunal Kapoor,kunal.kapoor279@gmail1234.com,Amazon,Round1,https://calendly.com/interview/93776,05 Nov 6:06,,
Vivaan Verma,vivaan.verma965@gmail1234.com,Open AI,Round1,https://calendly.com/interview/84895,05 Nov 8:14,,
Virat Patel,virat.patel493@gmail1234.com,Tesla,Round1,https://calendly.com/interview/22491,04 Nov 5:02,,
Virat Patel,virat.patel493@gmail1234.com,Tesla,Round2,https://calendly.com/interview/29062,04 Nov 5:02,,
Virat Patel,virat.patel493@gmail1234.com,Tesla,Round3,https://calendly.com/interview/53385,04 Nov 5:02,,
Virat Gupta,virat.gupta199@gmail1234.com,Amazon,Round1,https://calendly.com/interview/13551,02 Nov 2:42,,
Virat Gupta,virat.gupta199@gmail1234.com,Amazon,Round2,https://calendly.com/interview/68952,02 Nov 2:42,,
Vivaan Patel,vivaan.patel914@gmail1234.com,Open AI,Round1,https://calendly.com/interview/82695,02 Nov 18:33,,
Vivaan Patel,vivaan.patel914@gmail1234.com,Open AI,Round2,https://calendly.com/interview/91707,02 Nov 18:33,,
Vivaan Patel,vivaan.patel914@gmail1234.com,Open AI,Round3,https://calendly.com/interview/54767,02 Nov 18:33,,
Arjun Nair,arjun.nair23@gmail1234.com,Open AI,Round1,https://calendly.com/interview/63400,04 Nov 15:55,,
Arjun Nair,arjun.nair23@gmail1234.com,Open AI,Round2,https://calendly.com/interview/40106,04 Nov 15:55,,
Virat Nair,virat.nair28@gmail1234.com,Open AI,Round1,https://calendly.com/interview/40008,03 Nov 6:50,,
Virat Nair,virat.nair28@gmail1234.com,Open AI,Round2,https://calendly.com/interview/39975,03 Nov 6:50,,
Vivaan Iyer,vivaan.iyer224@gmail1234.com,Flipkart,Round1,https://calendly.com/interview/93557,04 Nov 21:29,,
Vivaan Iyer,vivaan.iyer224@gmail1234.com,Flipkart,Round2,https://calendly.com/interview/71337,04 Nov 21:29,,
Vivaan Iyer,vivaan.iyer224@gmail1234.com,Flipkart,Round3,https://calendly.com/interview/14678,04 Nov 21:29,,
Kritika Reddy,kritika.reddy492@gmail1234.com,Tesla,Round1,https://calendly.com/interview/12242,05 Nov 3:33,,
Kritika Reddy,kritika.reddy492@gmail1234.com,Tesla,Round2,https://calendly.com/interview/88175,05 Nov 3:33,,
Kritika Reddy,kritika.reddy492@gmail1234.com,Tesla,Round3,https://calendly.com/interview/63178,05 Nov 3:33,,
Aarav Verma,aarav.verma365@gmail1234.com,Flipkart,Round1,https://calendly.com/interview/31755,04 Nov 4:34,,
Rohan Bose,rohan.bose118@gmail1234.com,Flipkart,Round1,https://calendly.com/interview/87788,03 Nov 1:43,,
Vivaan Mehta,vivaan.mehta273@gmail1234.com,Amazon,Round1,https://calendly.com/interview/54659,04 Nov 12:07,,
Vivaan Mehta,vivaan.mehta273@gmail1234.com,Amazon,Round2,https://calendly.com/interview/89131,04 Nov 12:07,,
Rahul Sharma,rahul.sharma725@gmail1234.com,Open AI,Round1,https://calendly.com/interview/41208,01 Nov 15:07,,
Rahul Sharma,rahul.sharma725@gmail1234.com,Open AI,Round2,https://calendly.com/interview/59134,01 Nov 15:07,,
Ishaan Bose,ishaan.bose528@gmail1234.com,Google,Round1,https://calendly.com/interview/92747,05 Nov 5:07,,
Sanya Verma,sanya.verma227@gmail1234.com,Tesla,Round1,https://calendly.com/interview/20620,03 Nov 23:42,,
Sanya Verma,sanya.verma227@gmail1234.com,Tesla,Round2,https://calendly.com/interview/69671,03 Nov 23:42,,
Sanya Verma,sanya.verma227@gmail1234.com,Tesla,Round3,https://calendly.com/interview/59556,03 Nov 23:42,,
Vivaan Gupta,vivaan.gupta39@gmail1234.com,Open AI,Round1,https://calendly.com/interview/98089,01 Nov 14:22,,
Vivaan Gupta,vivaan.gupta39@gmail1234.com,Open AI,Round2,https://calendly.com/interview/20872,01 Nov 14:22,,
Vivaan Gupta,vivaan.gupta39@gmail1234.com,Open AI,Round3,https://calendly.com/interview/46321,01 Nov 14:22,,
Neha Sharma,neha.sharma771@gmail1234.com,Google,Round1,https://calendly.com/interview/61840,01 Nov 11:47,,
Neha Sharma,neha.sharma771@gmail1234.com,Google,Round2,https://calendly.com/interview/37902,01 Nov 11:47,,
Neha Sharma,neha.sharma771@gmail1234.com,Google,Round3,https://calendly.com/interview/17974,01 Nov 11:47,,
Sanya Verma,sanya.verma607@gmail1234.com,Flipkart,Round1,https://calendly.com/interview/90265,02 Nov 23:18,,
Kabir Mehta,kabir.mehta526@gmail1234.com,Flipkart,Round1,https://calendly.com/interview/97356,05 Nov 19:40,,
Kabir Mehta,kabir.mehta526@gmail1234.com,Flipkart,Round2,https://calendly.com/interview/57295,05 Nov 19:40,,
Kabir Nair,kabir.nair754@gmail1234.com,Google,Round1,https://calendly.com/interview/77457,04 Nov 15:45,,
Ananya Patel,ananya.patel384@gmail1234.com,Tesla,Round1,https://calendly.com/interview/90729,01 Nov 18:39,,
Isha Sharma,isha.sharma190@gmail1234.com,Amazon,Round1,https://calendly.com/interview/29543,05 Nov 18:35,,
Pooja Sharma,pooja.sharma827@gmail1234.com,Open AI,Round1,https://calendly.com/interview/44609,02 Nov 13:57,,
Pooja Sharma,pooja.sharma827@gmail1234.com,Open AI,Round2,https://calendly.com/interview/77624,02 Nov 13:57,,
Pooja Sharma,pooja.sharma827@gmail1234.com,Open AI,Round3,https://calendly.com/interview/28417,02 Nov 13:57,,
Ishaan Bose,ishaan.bose541@gmail1234.com,Tesla,Round1,https://calendly.com/interview/64672,03 Nov 19:49,,
Ishaan Bose,ishaan.bose541@gmail1234.com,Tesla,Round2,https://calendly.com/interview/85502,03 Nov 19:49,,
Ananya Iyer,ananya.iyer68@gmail1234.com,Flipkart,Round1,https://calendly.com/interview/17698,03 Nov 23:15,,
Ananya Iyer,ananya.iyer68@gmail1234.com,Flipkart,Round2,https://calendly.com/interview/41139,03 Nov 23:15,,
Virat Kapoor,virat.kapoor507@gmail1234.com,Flipkart,Round1,https://calendly.com/interview/93088,02 Nov 10:41,,
Virat Kapoor,virat.kapoor507@gmail1234.com,Flipkart,Round2,https://calendly.com/interview/78855,02 Nov 10:41,,
Aditya Gupta,aditya.gupta426@gmail1234.com,Tesla,Round1,https://calendly.com/interview/17291,01 Nov 22:31,,
Simran Kapoor,simran.kapoor996@gmail1234.com,Amazon,Round1,https://calendly.com/interview/75739,02 Nov 21:36,,
Simran Kapoor,simran.kapoor996@gmail1234.com,Amazon,Round2,https://calendly.com/interview/66316,02 Nov 21:36,,
Simran Kapoor,simran.kapoor996@gmail1234.com,Amazon,Round3,https://calendly.com/interview/72029,02 Nov 21:36,,
Kritika Kapoor,kritika.kapoor736@gmail1234.com,Open AI,Round1,https://calendly.com/interview/53737,03 Nov 6:17,,
Kritika Kapoor,kritika.kapoor736@gmail1234.com,Open AI,Round2,https://calendly.com/interview/86470,03 Nov 6:17,,
Kunal Mehta,kunal.mehta828@gmail1234.com,Google,Round1,https://calendly.com/interview/45446,02 Nov 9:13,,
Rahul Reddy,rahul.reddy265@gmail1234.com,Amazon,Round1,https://calendly.com/interview/34175,01 Nov 18:09,,
Rahul Reddy,rahul.reddy265@gmail1234.com,Amazon,Round2,https://calendly.com/interview/68520,01 Nov 18:09,,
Ishaan Bose,ishaan.bose756@gmail1234.com,Amazon,Round1,https://calendly.com/interview/10859,03 Nov 9:14,,
Aditya Iyer,aditya.iyer747@gmail1234.com,Google,Round1,https://calendly.com/interview/65553,01 Nov 11:26,,
Aditya Iyer,aditya.iyer747@gmail1234.com,Google,Round2,https://calendly.com/interview/85610,01 Nov 11:26,,
Priya Iyer,priya.iyer69@gmail1234.com,Google,Round1,https://calendly.com/interview/96476,05 Nov 11:29,,
Priya Iyer,priya.iyer69@gmail1234.com,Google,Round2,https://calendly.com/interview/68726,05 Nov 11:29,,
Kunal Patel,kunal.patel896@gmail1234.com,Open AI,Round1,https://calendly.com/interview/95438,05 Nov 1:57,,
Kunal Patel,kunal.patel896@gmail1234.com,Open AI,Round2,https://calendly.com/interview/66612,05 Nov 1:57,,
Vivaan Nair,vivaan.nair78@gmail1234.com,Amazon,Round1,https://calendly.com/interview/56367,02 Nov 20:49,,
Pooja Kapoor,pooja.kapoor753@gmail1234.com,Google,Round1,https://calendly.com/interview/79250,03 Nov 19:28,,
Pooja Kapoor,pooja.kapoor753@gmail1234.com,Google,Round2,https://calendly.com/interview/69273,03 Nov 19:28,,
Virat Nair,virat.nair278@gmail1234.com,Flipkart,Round1,https://calendly.com/interview/79906,03 Nov 22:36,,
Priya Patel,priya.patel826@gmail1234.com,Google,Round1,https://calendly.com/interview/88867,03 Nov 12:10,,
Priya Patel,priya.patel826@gmail1234.com,Google,Round2,https://calendly.com/interview/38713,03 Nov 12:10,,
Priya Patel,priya.patel826@gmail1234.com,Google,Round3,https://calendly.com/interview/74181,03 Nov 12:10,,
Aarav Kapoor,aarav.kapoor294@gmail1234.com,Tesla,Round1,https://calendly.com/interview/17841,03 Nov 3:17,,
Aarav Kapoor,aarav.kapoor294@gmail1234.com,Tesla,Round2,https://calendly.com/interview/56322,03 Nov 3:17,,
Aarav Kapoor,aarav.kapoor294@gmail1234.com,Tesla,Round3,https://calendly.com/interview/67065,03 Nov 3:17,,
Kabir Reddy,kabir.reddy120@gmail1234.com,Google,Round1,https://calendly.com/interview/28066,02 Nov 8:57,,
Kabir Reddy,kabir.reddy288@gmail1234.com,Tesla,Round1,https://calendly.com/interview/63904,03 Nov 5:13,,
Rohan Sharma,rohan.sharma958@gmail1234.com,Amazon,Round1,https://calendly.com/interview/27529,04 Nov 20:44,,
Rohan Sharma,rohan.sharma958@gmail1234.com,Amazon,Round2,https://calendly.com/interview/46987,04 Nov 20:44,,
Rohan Sharma,rohan.sharma958@gmail1234.com,Amazon,Round3,https://calendly.com/interview/72016,04 Nov 20:44,,
Kunal Reddy,kunal.reddy598@gmail1234.com,Open AI,Round1,https://calendly.com/interview/18731,01 Nov 18:38,,
Kunal Reddy,kunal.reddy598@gmail1234.com,Open AI,Round2,https://calendly.com/interview/97656,01 Nov 18:38,,
Neha Kapoor,neha.kapoor129@gmail1234.com,Flipkart,Round1,https://calendly.com/interview/46902,03 Nov 8:13,,
Neha Kapoor,neha.kapoor129@gmail1234.com,Flipkart,Round2,https://calendly.com/interview/75493,03 Nov 8:13,,
Neha Kapoor,neha.kapoor129@gmail1234.com,Flipkart,Round3,https://calendly.com/interview/16175,03 Nov 8:13,,
Priya Patel,priya.patel742@gmail1234.com,Tesla,Round1,https://calendly.com/interview/84797,03 Nov 1:28,,
Sanya Nair,sanya.nair877@gmail1234.com,Open AI,Round1,https://calendly.com/interview/16391,01 Nov 13:55,,
Simran Mehta,simran.mehta708@gmail1234.com,Open AI,Round1,https://calendly.com/interview/32815,01 Nov 10:29,,
Simran Mehta,simran.mehta708@gmail1234.com,Open AI,Round2,https://calendly.com/interview/46448,01 Nov 10:29,,
Simran Mehta,simran.mehta708@gmail1234.com,Open AI,Round3,https://calendly.com/interview/44557,01 Nov 10:29,,
Virat Reddy,virat.reddy439@gmail1234.com,Amazon,Round1,https://calendly.com/interview/86665,03 Nov 19:31,,
Virat Reddy,virat.reddy439@gmail1234.com,Amazon,Round2,https://calendly.com/interview/19865,03 Nov 19:31,,
Virat Reddy,virat.reddy439@gmail1234.com,Amazon,Round3,https://calendly.com/interview/94884,03 Nov 19:31,,
Rohan Mehta,rohan.mehta806@gmail1234.com,Open AI,Round1,https://calendly.com/interview/51039,05 Nov 4:43,,
